atmos;24;20;2;6;3;4;3;3;3;4;5;3;4;2;2;12;4;2;3;2;6;6;3;2;9;11;2;6;5;17;5;2;17;3;7;80;22;49;6;19;35;37;2;49;381;2130;919;0.07834602829162132
holman;29;12;3;129;38;284;2536;497;0.01609657947686117
sferik;3004;1;1.0
maddox;3;7;130;2861;144;0.04861111111111111
searls;450;2553;451;0.004434589800443459
guilleiguaran;3003;1;1.0
alexwhitman;3;17;2982;22;0.18181818181818182
marceldegraaf;3003;1;1.0
fixlr;3003;1;1.0
jonmagic;3003;1;1.0
technoweenie;3002;1;1.0
jrgifford;3002;1;1.0
markstory;13;595;2393;610;0.006557377049180328
skalnik;7;13;15;396;9;26;2535;468;0.017094017094017096
assaf;3001;2;1.0
jacobk;3002;1;1.0
evilmarty;4;2998;5;0.4
tekkub;3001;1;1.0
Aupajo;3;72;36;2890;112;0.03571428571428571
dhrrgn;3001;1;1.0
soulware;3001;1;1.0
OiNutter;3001;1;1.0
sleekslush;4;2994;8;0.625
sixfeetover;3001;1;1.0
dougcole;2999;2;1.0
briandoll;3000;1;1.0
twe4ked;14;628;2358;643;0.004665629860031105
carsonmcdonald;2999;1;1.0
lukesmith;2;3;2994;6;0.5
markomanninen;6;15;3;20;2955;45;0.1111111111111111
cldwalker;2999;1;1.0
unsay;2999;1;1.0
ckdake;2998;1;1.0
dhchow;2998;1;1.0
markpasc;2;2;2995;6;0.6666666666666666
canclini;2997;2;1.0
lukaszb;2998;1;1.0
phyreman;4;2994;5;0.4
philips;2998;1;1.0
christianchristensen;6;2990;8;0.375
mbmccormick;2995;3;1.0
crcastle;5;2991;6;0.3333333333333333
kneath;2996;1;1.0
raphaelcm;2995;1;1.0
viirya;2995;1;1.0
carllerche;2995;1;1.0
mexitek;2994;1;1.0
smokinjoe;2993;1;1.0
benubois;2992;1;1.0
lnediger;2992;1;1.0
KuiKui;2;5;13;2972;21;0.19047619047619047
victorbutler;45;2946;46;0.043478260869565216
mrtazz;28;2962;29;0.06896551724137931
jkongie;2;2987;3;0.6666666666666666
stuartf;245;2744;246;0.008130081300813009
h3h;2988;1;1.0
NNA;2988;1;1.0
tantalor;2988;1;1.0
mportiz08;21;2966;22;0.09090909090909091
joshrieken;4;2982;6;0.5
kevinsawicki;2987;1;1.0
jmhobbs;2;4;427;2553;434;0.009216589861751152
unitio;2986;1;1.0
Vrtak-CZ;6;2986;7;0.2857142857142857
berg;2984;1;1.0
codec;956;2025;957;0.0020898641588296763
alexpgates;2980;1;1.0
ajacksified;3;36;194;13;254;4;2472;509;0.021611001964636542
joshuaflanagan;2976;1;1.0
kennethkalmer;2974;1;1.0
toabi;2974;1;1.0
pingles;2973;1;1.0
tombell;3;2;2;3;4;2;2;3;5;5;2;2;2;4;3;2;3;4;2;2;2;2;5;3;3;2;2;3;2;6;3;2;2;4;4;3;3;3;2;4;2;2;2;3;3;3;3;2;3;6;3;2;2;4;154;7;4;29;16;3;26;60;10;2;3;2;6;2;3;3;2;23;3;6;2;2;2;4;2;2;2;2;2;2303;670;0.3164179104477612
blardo;982;1988;983;0.002034587995930824
skimbrel;2969;1;1.0
caleywoods;2;2967;3;0.6666666666666666
iangreenleaf;14;21;23;8;27;2;14;45;26;29;5;18;14;139;42;30;103;8;4;15;62;2318;651;0.03533026113671275
jimmycuadra;2968;1;1.0
lackac;101;2865;104;0.038461538461538464
crofty;2968;1;1.0
tommeier;2966;1;1.0
jwright;2966;1;1.0
gshutler;2965;1;1.0
jmalonzo;2964;1;1.0
jgv;2962;1;1.0
jacksonj04;101;2861;102;0.0196078431372549
noahhendrix;2961;1;1.0
jrob00;2959;1;1.0
EnriqueVidal;5;21;29;207;386;2310;650;0.010769230769230769
airborn;3;2955;4;0.5
cgarvis;2956;1;1.0
harukizaemon;2950;1;1.0
sr;187;2761;188;0.010638297872340425
owenthereal;79;5;2864;85;0.03529411764705882
felipecsl;2948;1;1.0
vquaiato;19;2925;21;0.14285714285714285
fellix;2945;1;1.0
athieriot;2944;1;1.0
marciotoshio;2944;1;1.0
galfert;236;2705;237;0.008438818565400843
dlinsin;42;12;2884;55;0.05454545454545454
garethr;4;2931;5;0.4
robhurring;36;2909;37;0.05405405405405406
kimf;2928;1;1.0
andres-torres-marroquin;2924;2;1.0
walkah;2922;1;1.0
smgt;22;93;328;2478;444;0.009009009009009009
danielcbaldwin;2920;1;1.0
chrismatthieu;2920;1;1.0
chids;762;2158;763;0.002621231979030144
john-griffin;99;2820;100;0.02
zenhob;2918;1;1.0
francois2metz;111;2807;112;0.017857142857142856
skanev;2917;1;1.0
mm53bar;2914;1;1.0
dustyburwell;407;2506;408;0.004901960784313725
edufelipe;2911;1;1.0
bowilliams;2910;1;1.0
marten;4;5;2901;10;0.3
henrrrik;2907;1;1.0
aalvarado;2907;1;1.0
lmarburger;369;2536;370;0.005405405405405406
dvdsgl;2900;4;1.0
rwc9u;2;2900;3;0.6666666666666666
brianmichel;32;2870;33;0.06060606060606061
alexgodin;2900;1;1.0
aanoaa;261;2637;262;0.007633587786259542
lewinski;2897;1;1.0
artfuldodger;2891;2;1.0
tenfef;2890;1;1.0
jonrohan;2889;1;1.0
jamesgolick;2886;1;1.0
zackyap;2886;1;1.0
jrusbatch;2884;1;1.0
gabeguz;2884;1;1.0
jsurdilla;2882;1;1.0
trobrock;2881;1;1.0
codahale;2878;1;1.0
kleinmann;2876;1;1.0
rafaelfranca;263;2613;264;0.007575757575757576
karlfreeman;2876;1;1.0
vanetix;2874;1;1.0
rcs;2872;1;1.0
amaltson;28;4;275;2565;308;0.012987012987012988
phlipper;2871;1;1.0
jmoses;2871;1;1.0
davetron5000;2869;1;1.0
bjeanes;2864;1;1.0
mps;2861;2;1.0
wubr;2862;1;1.0
logikal;2859;2;1.0
rrix;2;2857;3;0.6666666666666666
jamespaulmuir;2858;1;1.0
hashbrowncipher;336;3;2516;340;0.008823529411764706
teo-sk;2853;1;1.0
kylefritz;2850;1;1.0
robertoaloi;2847;1;1.0
danielmurphy;2844;1;1.0
elliotttf;32;51;2760;84;0.03571428571428571
coyled;549;2291;550;0.0036363636363636364
gstark;137;2699;139;0.02158273381294964
bryckbost;2836;1;1.0
adamclerk;2835;1;1.0
jimeh;3;41;2786;46;0.08695652173913043
adunkman;2828;1;1.0
caged;2828;1;1.0
madtimber;2826;1;1.0
dylanegan;46;16;2764;63;0.047619047619047616
crimsonknave;2825;1;1.0
d0ugal;2823;1;1.0
jroes;2822;1;1.0
zbowling;2816;1;1.0
xenph;2814;1;1.0
obfuscurity;2814;1;1.0
Iristyle;13;21;75;75;59;5;2;2;4;2553;261;0.05363984674329502
gregmac;4;2;196;294;2315;498;0.012048192771084338
GantMan;2809;1;1.0
mwongatemma;258;18;2532;277;0.010830324909747292
axiom;2808;1;1.0
aw;480;2327;481;0.004158004158004158
luckyllama;2807;1;1.0
pgieser;2805;1;1.0
lavelle;2802;1;1.0
christianmarth;2799;1;1.0
juno;2793;1;1.0
aroben;2792;1;1.0
adtaylor;2;2788;3;0.6666666666666666
