tobiasdiez;4;9;4;4;27;4;2;21;5;3;3;2;8;19;4;2;24;3;8;10;6;3;2;2;54;19;8;3;5;37;6;24;20;6;6;40;3;5;2;4;3;2;7;8;7;2;2;3;2;4;3;2;2;2;4;4;4;3;3;3;2;3;3;15;5;10;55;3;3;4;2;29;17;11;21;2;5;4;2;4;9;34;2;9;2;3;40;5;2;4;13;3;2;1345;862;0.15777262180974477
dependabot[bot];3;7;7;7;7;7;7;7;7;6;7;4;3;7;5;7;7;7;7;4;2;7;2;5;6;7;7;7;6;3;3;7;7;6;6;5;7;7;7;2;4;3;2;2;6;5;2;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;2;5;7;7;7;6;7;6;6;7;4;3;7;5;2;7;2;5;7;13;18;10;6;9;5;2;7;2;5;9;2;12;5;13;2;15;6;5;31;7;24;7;19;2;15;5;6;21;9;17;12;30;4;25;12;4;10;2;3;12;1339;918;0.16884531590413943
Siedlerchr;730;2;15;1330;749;0.006675567423230975
mohit038-zz;3;39;77;159;89;856;368;0.016304347826086956
