dev,cosine_similarity
CyberShadow,0.73
pao,0.58
Uberi,0.51
thestinger,0.51
rodjek,0.51
igrigorik,0.5
aaronpuchert,0.49
leto,0.49
pmoura,0.47
lkuper,0.46
