dev,cosine_similarity
Aaron1011,1.1
abuiles,1.1
alaingilbert,1.1
abahgat,1.1
hoosierEE,1.1
amiralies,1.1
ankitr,1.1
avdg,1.1
seanupton,1.08
adityam,1.08
