dev,cosine_similarity
anantn,0.42
ellemenno,0.39
ruben2020,0.36
horndude77,0.3
kethomassen,0.29
aseemk,0.29
jimhester,0.29
alloy,0.27
aaronfranke,0.27
Aaron1011,0.27
