dev,cosine_similarity
kr,0.74
peol,0.7
joshaber,0.68
Flyingmana,0.67
tamird,0.65
upsuper,0.64
aaronpuchert,0.58
afeld,0.49
vighnesh1987,0.41
liluo,0.4
