dev,cosine_similarity
aroben,0.34
techhat,0.31
seppestas,0.3
bkeepers,0.29
gjtorikian,0.28
meganemura,0.28
carlosgaldino,0.27
reactormonk,0.26
brianmario,0.25
mislav,0.25
