dev,cosine_similarity
aaronfranke,1.07
Aaron1011,1.07
abuiles,1.07
alaingilbert,1.07
abahgat,1.07
hoosierEE,1.07
amiralies,1.07
ankitr,1.07
avdg,1.07
josegonzalez,1.05
