dev,cosine_similarity
aaronpuchert,0.46
CyberShadow,0.44
DennisMcWherter,0.42
greystate,0.4
kr,0.39
DHowett,0.39
akissinger,0.39
KoffeinFlummi,0.36
developerinlondon,0.36
alokedesai,0.35
