dev,cosine_similarity
kethomassen,0.75
horndude77,0.75
jimhester,0.75
CyberShadow,0.75
aseemk,0.74
igrigorik,0.74
mislav,0.65
rdeltour,0.64
andyli,0.64
buildersbrewery,0.63
