dev,cosine_similarity
ad-si,1.09
ChimeraCoder,1.07
jeabakker,1.07
juliangehring,1.07
rdbatch02,1.07
ppwwyyxx,1.07
arthurvr,1.06
archywillhe,1.05
Madsn,0.85
albertlyu,0.85
