dev,cosine_similarity
steffinstanly,0.28
illes,0.26
sfo,0.25
MisterM13,0.19
andyjcollins,0.19
Ka0o0,0.17
ms111ds,0.15
martinacat,0.15
dimmonn,0.13
Siedlerchr,0.13
