dev,cosine_similarity
mlep,0.22
stefan-kolb,0.06
koppor,0.06
matthiasgeiger,0.04
tobiasdiez,0.03
davidemdot,0.02
Siedlerchr,0.01
PointOfNilReturn,0
dependabot[bot],0
deisi,0
