dev,cosine_similarity
gjtorikian,0.16
arfon,0.05
aaronfranke,0.04
Aaron1011,0.04
hipikat,0.04
abuiles,0.04
ad-si,0.04
alaingilbert,0.04
a0viedo,0.04
abahgat,0.04
