dev,cosine_similarity
DennisMcWherter,0.49
KoffeinFlummi,0.43
DHowett,0.43
akissinger,0.43
greystate,0.39
GordonSmith,0.38
cgranade,0.37
kashif,0.37
emma-burrows,0.36
alokedesai,0.34
