dev,cosine_similarity
liavt,0.58
aroben,0.09
aaronfranke,0.09
Aaron1011,0.09
abuiles,0.09
alaingilbert,0.09
abahgat,0.09
hoosierEE,0.09
amiralies,0.09
ankitr,0.09
