dev,cosine_similarity
jayphelps,0.56
josegonzalez,0.56
karel-brinda,0.56
seanupton,0.56
scop,0.56
joeyspin,0.56
adityam,0.56
akashivskyy,0.56
zzet,0.56
ognevsky,0.56
