dev,cosine_similarity
DX-MON,0.39
brianmario,0.32
seppestas,0.27
CyberShadow,0.27
pchaigno,0.24
earl,0.24
tobiasvl,0.24
andyli,0.23
michaelficarra,0.23
rtomayko,0.22
