dev,cosine_similarity
floscher,0.35
adaedra,0.35
stof,0.33
ararslan,0.32
nishtahir,0.32
hipikat,0.32
a0viedo,0.32
alexlouden,0.32
deviantintegral,0.32
mcandre,0.32
