dev,cosine_similarity
baoshan,0.58
caged,0.58
stuartpb,0.58
deadfoxygrandpa,0.57
robrix,0.55
apennebaker-ni,0.53
ianamason,0.52
aaronfranke,0.51
Aaron1011,0.51
abuiles,0.51
