dev,cosine_similarity
ad-si,1.07
couchand,1.07
arthurvr,1.05
ChimeraCoder,1.05
jeabakker,1.05
rdbatch02,1.05
ppwwyyxx,1.05
archywillhe,1.04
Madsn,0.84
albertlyu,0.84
