dev,cosine_similarity
bkeepers,0.39
tclem,0.36
arfon,0.29
aroben,0.26
Alhadis,0.25
williamd1k0,0.23
vmg,0.21
c-lipka,0.21
pchaigno,0.2
steinwaywhw,0.15
