dev,cosine_similarity
timjb,0.87
tnm,0.46
lukaselmer,0.37
mmullis,0.32
jdennes,0.29
upsuper,0.28
SparkysWidgets,0.27
thomasvandoren,0.26
kr,0.26
danluu,0.25
