dev,cosine_similarity
burrbull,0.58
PointOfNilReturn,0.33
josephshin93,0.33
bharatr21,0.32
mlep,0.2
deisi,0.18
matthiasgeiger,0.08
stefan-kolb,0.07
koppor,0.07
LyzardKing,0.07
