dev,cosine_similarity
peol,0.54
joshaber,0.52
carlosgaldino,0.44
seppestas,0.38
afeld,0.37
developerinlondon,0.35
rtomayko,0.32
upsuper,0.32
kr,0.31
liluo,0.3
