dev,cosine_similarity
arfon,0.22
deadfoxygrandpa,0.08
robrix,0.08
apennebaker-ni,0.07
lsf37,0.07
keplersj,0.07
tenbits,0.07
stof,0.07
ianamason,0.07
aaronfranke,0.07
