dev,cosine_similarity
greystate,0.34
seanupton,0.34
adityam,0.34
akashivskyy,0.34
zzet,0.34
ognevsky,0.34
rognierbenoit,0.34
briandela,0.34
Sharpie,0.34
DavidJFelix,0.34
