dev,cosine_similarity
jayphelps,0.3
josegonzalez,0.3
karel-brinda,0.3
seanupton,0.3
scop,0.3
joeyspin,0.3
adityam,0.3
akashivskyy,0.3
zzet,0.3
ognevsky,0.3
