dev,cosine_similarity
pchaigno,0.78
bkeepers,0.57
DX-MON,0.49
fushnisoft,0.39
edmundito,0.39
dalehenrich,0.39
aroben,0.36
rick,0.36
lildude,0.29
Alhadis,0.27
