dev,cosine_similarity
carlg0ransson,0.24
Ka0o0,0.23
b0n541,0.15
ffffatgoose,0.14
rodps,0.11
dawidowoc,0.11
mmihuu,0.1
davidemdot,0.1
Siedlerchr,0.09
calixtus,0.09
