dev,cosine_similarity
aaronfranke,0.49
Aaron1011,0.49
abuiles,0.49
alaingilbert,0.49
abahgat,0.49
hoosierEE,0.49
amiralies,0.49
ankitr,0.49
avdg,0.49
dasmithii,0.48
