dev,cosine_similarity
deadfoxygrandpa,0.58
robrix,0.56
aaronfranke,0.54
Aaron1011,0.54
abuiles,0.54
alaingilbert,0.54
abahgat,0.54
hoosierEE,0.54
amiralies,0.54
ankitr,0.54
