dev,cosine_similarity
aaronfranke,0.83
Aaron1011,0.83
abuiles,0.83
alaingilbert,0.83
abahgat,0.83
hoosierEE,0.83
amiralies,0.83
ankitr,0.83
avdg,0.83
seanupton,0.82
