dev,cosine_similarity
aaronfranke,0.42
Aaron1011,0.42
abuiles,0.42
alaingilbert,0.42
abahgat,0.42
hoosierEE,0.42
amiralies,0.42
ankitr,0.42
avdg,0.42
ismailarilik,0.41
