dev,cosine_similarity
SparkysWidgets,0.37
rick,0.34
tobiasvl,0.32
aaronfranke,0.28
Aaron1011,0.28
abuiles,0.28
alaingilbert,0.28
abahgat,0.28
hoosierEE,0.28
amiralies,0.28
