dev,cosine_similarity
steffinstanly,0.42
dimmonn,0.34
MisterM13,0.29
Ka0o0,0.27
ageofadz,0.24
ms111ds,0.23
illes,0.23
carlg0ransson,0.22
sfo,0.22
martinacat,0.22
