dev,cosine_similarity
tnm,0.07
dalehenrich,0.06
DX-MON,0.05
aqnouch,0.04
aaronfranke,0.04
Aaron1011,0.04
hipikat,0.04
abuiles,0.04
ad-si,0.04
alaingilbert,0.04
