dev,cosine_similarity
Madsn,1.03
danijar,1.03
mgdm,1.03
tiwe-de,1.03
neersighted,1.03
oxan,1.02
ad-si,0.85
couchand,0.85
ChimeraCoder,0.84
jtbandes,0.84
