dev,cosine_similarity
dependabot[bot],0.09
matthiasgeiger,0.07
stefan-kolb,0.06
koppor,0.05
tobiasdiez,0.05
davidemdot,0.04
Siedlerchr,0.03
PointOfNilReturn,0
deisi,0
parammittal16,0
