dev,cosine_similarity
pao,0.89
Uberi,0.77
CyberShadow,0.74
aaronfranke,0.6
Aaron1011,0.6
abuiles,0.6
alaingilbert,0.6
abahgat,0.6
hoosierEE,0.6
amiralies,0.6
