dev,cosine_similarity
aseemk,1.04
kethomassen,1.03
horndude77,1.02
mislav,0.9
buildersbrewery,0.88
andyli,0.87
rdeltour,0.86
aaronfranke,0.76
Aaron1011,0.76
abuiles,0.76
