dev,cosine_similarity
peol,0.62
joshaber,0.6
afeld,0.43
developerinlondon,0.4
upsuper,0.37
kr,0.36
nox,0.36
Flyingmana,0.35
aaronpuchert,0.33
tamird,0.33
