dev,cosine_similarity
stof,0.62
deadfoxygrandpa,0.54
tobiasvl,0.52
robrix,0.51
azjezz,0.51
alexlouden,0.5
ianamason,0.49
apennebaker-ni,0.48
rkoeninger,0.48
samcv,0.46
