dev,cosine_similarity
josh,0.64
tnm,0.37
tucnak,0.37
dwarfland,0.31
stevepiercy,0.27
anaisbetts,0.23
moorepants,0.21
elehcim,0.21
beckje01,0.17
jaxzin,0.16
