dev,cosine_similarity
smola,0.42
ellemenno,0.34
ruben2020,0.34
bzz,0.33
tamird,0.32
idrougge,0.3
alloy,0.23
X6B0ISI09wD4,0.19
benbalter,0.17
RobQuistNL,0.17
