dev,cosine_similarity
aaronfranke,0.72
Aaron1011,0.72
abuiles,0.72
alaingilbert,0.72
abahgat,0.72
hoosierEE,0.72
amiralies,0.72
ankitr,0.72
avdg,0.72
dasmithii,0.71
