dev,cosine_similarity
mgdm,1.04
tiwe-de,1.04
neersighted,1.04
Madsn,1.02
albertlyu,1.02
danijar,1.02
jtbandes,0.84
kr,0.81
ad-si,0.76
couchand,0.76
