dev,cosine_similarity
aaronfranke,0.85
Aaron1011,0.85
abuiles,0.85
alaingilbert,0.85
abahgat,0.85
hoosierEE,0.85
amiralies,0.85
ankitr,0.85
avdg,0.85
acgetchell,0.83
