dev,cosine_similarity
rodjek,0.77
CyberShadow,0.75
seanupton,0.64
adityam,0.64
akashivskyy,0.64
zzet,0.64
ognevsky,0.64
rognierbenoit,0.64
briandela,0.64
Sharpie,0.64
