dev,cosine_similarity
stof,0.34
deadfoxygrandpa,0.29
tobiasvl,0.29
robrix,0.28
apennebaker-ni,0.27
ianamason,0.27
azjezz,0.27
rkoeninger,0.26
nishtahir,0.26
alexlouden,0.26
