dev,cosine_similarity
joshaber,1.05
afeld,0.76
developerinlondon,0.7
upsuper,0.66
kr,0.63
liluo,0.62
Flyingmana,0.61
aaronpuchert,0.58
tamird,0.58
reactormonk,0.54
