dev,cosine_similarity
aaronfranke,0.71
Aaron1011,0.71
abuiles,0.71
alaingilbert,0.71
abahgat,0.71
hoosierEE,0.71
amiralies,0.71
ankitr,0.71
avdg,0.71
seanupton,0.7
