dev,cosine_similarity
MisterM13,0.66
steffinstanly,0.56
ageofadz,0.33
ms111ds,0.31
illes,0.31
sfo,0.3
martinacat,0.3
dimmonn,0.27
taerim25,0.26
Julien29121998,0.26
