dev,cosine_similarity
afeld,0.43
SimenB,0.41
aaronfranke,0.38
Aaron1011,0.38
abuiles,0.38
alaingilbert,0.38
abahgat,0.38
hoosierEE,0.38
amiralies,0.38
ankitr,0.38
