dev,cosine_similarity
arfon,0.27
lildude,0.25
aroben,0.21
williamd1k0,0.21
c-lipka,0.19
pchaigno,0.17
bkeepers,0.17
vmg,0.17
benbalter,0.17
hoelzro,0.17
