dev,cosine_similarity
greystate,0.66
DennisMcWherter,0.66
DHowett,0.63
aaronfranke,0.59
Aaron1011,0.59
abuiles,0.59
alaingilbert,0.59
abahgat,0.59
hoosierEE,0.59
amiralies,0.59
