dev,cosine_similarity
aaronfranke,0.58
Aaron1011,0.58
abuiles,0.58
alaingilbert,0.58
abahgat,0.58
hoosierEE,0.58
amiralies,0.58
ankitr,0.58
avdg,0.58
acgetchell,0.57
