dev,cosine_similarity
brianmario,0.55
benbalter,0.35
computmaxer,0.31
sebgod,0.26
vmg,0.16
alindeman,0.16
techhat,0.16
lukaselmer,0.15
timjb,0.15
stevepiercy,0.14
