dev,cosine_similarity
edmundito,0.75
pchaigno,0.54
arfon,0.39
gjtorikian,0.36
fushnisoft,0.35
jwatzman,0.32
DX-MON,0.31
rlespinasse,0.31
hoelzro,0.25
bkeepers,0.24
