dev,cosine_similarity
znuznu,0.7
steffinstanly,0.59
MisterM13,0.41
ms111ds,0.33
illes,0.33
sfo,0.32
martinacat,0.32
Ka0o0,0.31
dimmonn,0.28
taerim25,0.28
