dev,cosine_similarity
aaronfranke,0.34
Aaron1011,0.34
abuiles,0.34
alaingilbert,0.34
abahgat,0.34
hoosierEE,0.34
amiralies,0.34
ankitr,0.34
avdg,0.34
acgetchell,0.33
