dev,cosine_similarity
rodjek,0.89
CyberShadow,0.85
aaronfranke,0.69
Aaron1011,0.69
abuiles,0.69
alaingilbert,0.69
abahgat,0.69
hoosierEE,0.69
amiralies,0.69
ankitr,0.69
