dev,cosine_similarity
stof,0.61
deadfoxygrandpa,0.53
tobiasvl,0.51
nishtahir,0.5
robrix,0.5
azjezz,0.5
rkoeninger,0.48
ianamason,0.48
apennebaker-ni,0.47
samcv,0.45
