dev,cosine_similarity
eschulte,0.49
jdennes,0.49
jimhester,0.37
aseemk,0.36
kethomassen,0.34
buildersbrewery,0.31
mislav,0.3
horndude77,0.3
nox,0.3
liluo,0.29
